date,close
2002/8/29,-0.563583556
2002/8/30,-0.041983542
2002/9/2,0.129003612
2002/9/3,0.31759919
2002/9/4,-0.603320052
2002/9/5,-1.331754779
2002/9/6,-0.635274484
2002/9/9,-0.60071841
2002/9/10,0.217688921
2002/9/11,-0.292287907
2002/9/12,0.259201659
2002/9/13,0.073866155
2002/9/16,-1.333530164
2002/9/17,0.049872824
2002/9/18,-0.641792533
2002/9/19,1.553387099
2002/9/20,-0.891715812
2002/9/23,-0.144556393
2002/9/24,-0.365658091
2002/9/25,0.069517076
2002/9/26,-0.637735944
2002/9/27,-0.379806632
2002/10/8,-1.177906197
2002/10/9,-1.767125829
2002/10/10,-0.323049167
2002/10/11,-0.415574911
2002/10/14,0.500639743
2002/10/15,-0.453750131
2002/10/16,0.83031094
2002/10/17,-1.579950435
2002/10/18,0.425616284
2002/10/21,0.35471261
2002/10/22,1.519414006
2002/10/23,0.05619792
2002/10/24,-0.803759918
2002/10/25,-1.054981387
2002/10/28,-1.157000875
2002/10/29,0.543015332
2002/10/30,-0.077438314
2002/10/31,-0.14638573
2002/11/1,0.216252073
2002/11/4,1.395324208
2002/11/5,1.723417589
2002/11/6,-0.36451381
2002/11/7,0.108208378
2002/11/8,-2.062101091
2002/11/11,-1.168710871
2002/11/12,-1.22906142
2002/11/13,0.306209663
2002/11/14,-1.989989668
2002/11/15,0.197836802
2002/11/18,-0.847173923
2002/11/19,0.749677873
2002/11/20,-2.484663206
2002/11/21,-2.469421534
2002/11/22,0.350200988
2002/11/25,0.210677177
2002/11/26,-1.950030033
2002/11/27,0.552812562
2002/11/28,2.812692656
2002/11/29,1.174578316
2002/12/2,-2.684460807
2002/12/3,0.942909549
2002/12/4,0.398199938
2002/12/5,-0.676588073
2002/12/6,0.046267297
2002/12/9,-0.33154753
2002/12/10,-1.215673117
2002/12/11,-0.335298878
2002/12/12,0.34150232
2002/12/13,0.938644854
2002/12/16,0.831841936
2002/12/17,0.538153523
2002/12/18,-0.309300191
2002/12/19,0.133170884
2002/12/20,1.014431239
2002/12/23,0.158269955
2002/12/24,0.044049783
2002/12/25,-0.650671289
2002/12/26,-2.628876133
2002/12/27,-0.085250876
2002/12/30,-1.201038345
2002/12/31,-0.637460113
2003/1/2,-2.726770523
2003/1/3,-0.057699734
2003/1/6,1.12215767
2003/1/7,-0.196152034
2003/1/8,3.003315914
2003/1/9,1.845172284
2003/1/10,-0.896317691
2003/1/13,0.105064848
2003/1/14,5.809434226
2003/1/15,-0.472508796
2003/1/16,1.760233437
2003/1/17,-0.467347595
2003/1/20,0.270918221
2003/1/21,-1.87430742
2003/1/22,0.387589173
2003/1/23,-0.678794684
2003/1/24,1.961511523
2003/1/27,1.155252963
2003/1/28,0.299567492
2003/1/29,-0.054909942
2003/2/10,-1.309894887
2003/2/11,0.850916348
2003/2/12,1.199586807
2003/2/13,-0.419217685
2003/2/14,0.439528882
2003/2/17,-0.954829743
2003/2/18,-0.003675186
2003/2/19,0.957922254
2003/2/20,-0.087172186
2003/2/21,-2.028173829
2003/2/24,0.207252695
2003/2/25,1.979775105
2003/2/26,0.125721659
2003/2/27,0.034959605
2003/2/28,-0.117063838
2003/3/3,0.896270467
2003/3/4,-0.077286997
2003/3/5,-0.467426445
2003/3/6,-1.24151468
2003/3/7,-0.350387061
2003/3/10,-1.61905521
2003/3/11,0.042820605
2003/3/12,0.371542815
2003/3/13,-0.702301276
2003/3/14,0.095244663
2003/3/17,0.220320809
2003/3/18,-0.638546656
2003/3/19,0.689640056
2003/3/20,-0.368717516
2003/3/21,0.69079711
2003/3/24,0.210828688
2003/3/25,-1.039812799
2003/3/26,-0.41910558
2003/3/27,2.957965928
2003/3/28,-0.493948366
2003/3/31,1.249178084
2003/4/1,0.792279512
2003/4/2,-0.080523019
2003/4/3,-0.630439355
2003/4/4,0.62173842
2003/4/7,-0.39418116
2003/4/8,0.357658607
2003/4/9,1.520698747
2003/4/10,0.486242562
2003/4/11,1.655513867
2003/4/14,2.486714103
2003/4/15,0.952804083
2003/4/16,-1.546458102
2003/4/17,0.458461998
2003/4/18,-0.652390549
2003/4/21,-1.95642505
2003/4/22,-0.192274167
2003/4/23,-1.704094876
2003/4/24,-2.488391398
2003/4/25,-1.093582692
2003/4/28,3.39872252
2003/4/29,-1.845494316
2003/4/30,0.80374316
2003/5/12,0.685072865
2003/5/13,-3.039428358
2003/5/14,2.532607737
2003/5/15,2.124925472
2003/5/16,-0.053559315
2003/5/19,0.064009696
2003/5/20,-1.281110832
2003/5/21,-0.132658643
2003/5/22,0.82361526
2003/5/23,0.959955708
2003/5/26,0.54819005
2003/5/27,-0.074609178
2003/5/28,-1.05397997
2003/5/29,1.053285484
2003/5/30,0.516849089
2003/6/2,0.016938819
2003/6/3,-0.906485644
2003/6/4,0.760063934
2003/6/5,-1.134735733
2003/6/6,-1.113510756
2003/6/9,-0.565656434
2003/6/10,0.558548962
2003/6/11,1.759726325
2003/6/12,-0.238466255
2003/6/13,0.298315223
2003/6/16,-0.450673553
2003/6/17,-0.162210162
2003/6/18,-0.211793793
2003/6/19,-0.973243056
2003/6/20,-0.603345304
2003/6/23,-1.183743388
2003/6/24,0.070399936
2003/6/25,-0.684461882
2003/6/26,0.885307478
2003/6/27,-1.209007671
2003/6/30,-0.73678037
2003/7/1,-0.089096811
2003/7/2,1.009092746
2003/7/3,0.317000537
2003/7/4,-0.138723083
2003/7/7,-0.057576502
2003/7/8,0.701639178
2003/7/9,-0.575720279
2003/7/10,1.903328247
2003/7/11,-0.200597026
2003/7/14,-0.486639012
2003/7/15,0.264556524
2003/7/16,0.265628452
2003/7/17,0.645116578
2003/7/18,-2.091521271
2003/7/21,-0.748227463
2003/7/22,0.173810153
2003/7/23,0.244446891
2003/7/24,-0.578970914
2003/7/25,-1.057952353
2003/7/28,-0.491184996
2003/7/29,0.469466326
2003/7/30,0.159480564
2003/7/31,-0.196667865
2003/8/1,0.015371676
2003/8/4,1.177817544
2003/8/5,-0.003546657
2003/8/6,-0.539378657
2003/8/7,0.075222775
2003/8/8,-1.082313076
2003/8/11,0.213488736
2003/8/12,0.33030094
2003/8/13,-0.909629868
2003/8/14,-0.677296843
2003/8/15,-0.391235931
2003/8/18,-0.352640286
2003/8/19,0.319911092
2003/8/20,-0.555144746
2003/8/21,-0.039815103
2003/8/22,-0.153147964
2003/8/25,-1.161108999
2003/8/26,0.213475688
2003/8/27,0.01052475
2003/8/28,-0.67835399
2003/8/29,0.444305368
2003/9/1,1.957337043
2003/9/2,-0.227890988
2003/9/3,0.092498368
2003/9/4,-0.02935387
2003/9/5,-1.097949807
2003/9/8,-0.405579194
2003/9/9,-0.39649947
2003/9/10,0.21850974
2003/9/11,0.055017753
2003/9/12,-1.039214585
2003/9/15,-0.824745487
2003/9/16,0.612791047
2003/9/17,-1.157951332
2003/9/18,0.047703951
2003/9/19,0.063646857
2003/9/22,-0.713469458
2003/9/23,0.632020286
2003/9/24,0.291690105
2003/9/25,-1.286589219
2003/9/26,-0.395846518
2003/9/29,-1.131274697
2003/9/30,0.872551805
2003/10/8,0.3309047
2003/10/9,-0.183059522
2003/10/10,2.544161662
2003/10/13,-0.309827294
2003/10/14,-0.820629039
2003/10/15,-0.365516665
2003/10/16,-1.271999526
2003/10/17,0.371803838
2003/10/20,-0.808707542
2003/10/21,0.353292171
2003/10/22,2.470789071
2003/10/23,-0.81236901
2003/10/24,-0.347815928
2003/10/27,-0.894972609
2003/10/28,-0.010076943
2003/10/29,-0.57239881
2003/10/30,-1.237911196
2003/10/31,0.272936928
2003/11/3,1.16828339
2003/11/4,1.868692978
2003/11/5,-0.319169224
2003/11/6,-2.044602956
2003/11/7,-1.590887315
2003/11/10,0.366385686
2003/11/11,0.262592932
2003/11/12,-1.921977708
2003/11/13,0.13780627
2003/11/14,0.867151457
2003/11/17,-0.221479117
2003/11/18,-0.868983806
2003/11/19,1.694413176
2003/11/20,2.81102721
2003/11/21,-1.085865227
2003/11/24,3.117676134
2003/11/25,0.3138871
2003/11/26,0.248080289
2003/11/27,-1.615259907
2003/11/28,0.584693864
2003/12/1,2.539175866
2003/12/2,0.182242935
2003/12/3,0.676646364
2003/12/4,0.538606226
2003/12/5,-0.116395204
2003/12/8,-0.996128502
2003/12/9,0.466567316
2003/12/10,1.805224732
2003/12/11,0.040900436
2003/12/12,0.052312107
2003/12/15,-0.029575902
2003/12/16,-0.27340299
2003/12/17,-0.841689189
2003/12/18,0.227373547
2003/12/19,-0.755917961
2003/12/22,3.227441341
2003/12/23,0.514212341
2003/12/24,0.87862512
2003/12/25,-0.08111902
2003/12/26,0.143990766
2003/12/29,-1.211269
2003/12/30,1.020029711
2003/12/31,-0.968914944
2004/1/2,1.345919024
2004/1/5,3.372016612
2004/1/6,0.393406331
2004/1/7,0.805386774
2004/1/8,1.444174788
2004/1/9,-1.77998492
2004/1/12,2.342889446
2004/1/13,-0.36051499
2004/1/14,-1.256291534
2004/1/15,-0.372388492
2004/1/16,0.878163345
2004/1/29,1.775278442
2004/1/30,-2.339583396
2004/2/2,2.084013053
2004/2/3,1.564278149
2004/2/4,2.175310226
2004/2/5,0.490695537
2004/2/6,-0.840602612
2004/2/9,1.449267595
2004/2/10,-0.734944929
2004/2/11,-0.783555853
2004/2/12,-0.830095383
2004/2/13,-0.31812106
2004/2/16,2.308537816
2004/2/17,0.409411213
2004/2/18,0.781911216
2004/2/19,-0.004717267
2004/2/20,0.275885767
2004/2/23,-2.328906834
2004/2/24,0.038236165
2004/2/25,-2.075495587
2004/2/26,0.45630003
2004/2/27,1.218745808
2004/3/1,0.877158943
2004/3/2,-0.146884765
2004/3/3,-1.509294852
2004/3/4,0.424957817
2004/3/5,-0.406142105
2004/3/8,-1.501236992
2004/3/9,-0.002748689
2004/3/10,2.502841917
2004/3/11,0.808665654
2004/3/12,0.183253795
2004/3/15,2.447391728
2004/3/16,0.536971121
2004/3/17,-0.0254935
2004/3/18,-1.595211272
2004/3/19,1.782607177
2004/3/22,0.447000696
2004/3/23,-0.79683998
2004/3/24,-0.094218563
2004/3/25,-0.205568333
2004/3/26,-0.139938508
2004/3/29,-0.828870267
2004/3/30,0.267667011
2004/3/31,1.005986857
2004/4/1,0.948770199
2004/4/2,0.59710593
2004/4/5,-0.122240472
2004/4/6,0.624574366
2004/4/7,-0.166749554
2004/4/8,-0.240793169
2004/4/9,-2.425097965
2004/4/12,-0.252525837
2004/4/13,-0.455604398
2004/4/14,-1.04831337
2004/4/15,-1.065311615
2004/4/16,0.880543823
2004/4/19,-1.061244104
2004/4/20,-0.385646987
2004/4/21,-1.06893284
2004/4/22,0.375883171
2004/4/23,-1.344203259
2004/4/26,-0.000122287
2004/4/27,-1.445369273
2004/4/28,-0.313861005
2004/4/29,-1.702388784
2004/4/30,1.021876644
2004/5/10,-2.216864389
2004/5/11,0.502751223
2004/5/12,2.277274006
2004/5/13,-0.386464875
2004/5/14,-2.183441101
2004/5/17,-1.454480997
2004/5/18,1.005416378
2004/5/19,0.182906209
2004/5/20,-0.592060384
2004/5/21,0.598362492
2004/5/24,-0.512214999
2004/5/25,-2.083596715
2004/5/26,0.421002012
2004/5/27,2.147810731
2004/5/28,-0.543033616
2004/5/31,0.463866336
2004/6/1,1.526570371
2004/6/2,-0.797071265
2004/6/3,-1.502169339
2004/6/4,-0.093357615
2004/6/7,-1.617354674
2004/6/8,-1.537822687
2004/6/9,-1.723306918
2004/6/10,0.018595831
2004/6/11,0.253891459
2004/6/14,-2.264563146
2004/6/15,1.740486093
2004/6/16,0.795134778
2004/6/17,-2.027563752
2004/6/18,-1.259079032
2004/6/21,0.432004181
2004/6/22,1.201004278
2004/6/23,-0.686159554
2004/6/24,-0.900585745
2004/6/25,-1.86593769
2004/6/28,-1.137096009
2004/6/29,1.697106732
2004/6/30,-0.676302576
2004/7/1,2.995078483
2004/7/2,0.008465943
2004/7/5,0.235916153
2004/7/6,0.409181844
2004/7/7,-0.834401355
2004/7/8,0.096287676
2004/7/9,-0.634053882
2004/7/12,-2.342005824
2004/7/13,0.165551538
2004/7/14,0.306832416
2004/7/15,1.267243928
2004/7/16,2.432988356
2004/7/19,0.096625988
2004/7/20,-0.658370937
2004/7/21,0.006630104
2004/7/22,-2.8037267
2004/7/23,-0.002984146
2004/7/26,-1.401595571
2004/7/27,-0.255248006
2004/7/28,0.338263513
2004/7/29,1.333587748
2004/7/30,-1.50135256
2004/8/2,-0.936732165
2004/8/3,-0.506766228
2004/8/4,2.799398064
2004/8/5,-1.101170875
2004/8/6,0.102372936
2004/8/9,0.387425465
2004/8/10,0.352545549
2004/8/11,-1.128308808
2004/8/12,-1.21071739
2004/8/13,0.018564592
2004/8/16,-1.018597684
2004/8/17,0.420003972
2004/8/18,-0.145860903
2004/8/19,-1.411115758
2004/8/20,0.20073933
2004/8/23,-1.216705497
2004/8/24,1.449585903
2004/8/25,-0.360100132
2004/8/26,-0.400213766
2004/8/27,-1.034755122
2004/8/30,-0.091396881
2004/8/31,1.717059255
2004/9/1,-1.53495144
2004/9/2,0.489230867
2004/9/3,-0.061072634
2004/9/6,-0.425810555
2004/9/7,0.214080585
2004/9/8,-1.129734032
2004/9/9,-1.911354865
2004/9/10,0.215991971
2004/9/13,-2.079511701
2004/9/14,3.177060356
2004/9/15,4.219533559
2004/9/16,1.178770183
2004/9/17,3.172474349
2004/9/20,3.429626875
2004/9/21,-1.001830892
2004/9/22,-1.961531505
2004/9/23,3.14270062
2004/9/24,-1.994567099
2004/9/27,-0.5687664
2004/9/28,0.573841353
2004/9/29,-1.085268834
2004/9/30,-1.64146847
2004/10/8,1.877926541
2004/10/11,-0.686963299
2004/10/12,-2.031979529
2004/10/13,0.164832109
2004/10/14,-3.878429763
2004/10/15,-0.181553831
2004/10/18,0.366473809
2004/10/19,0.166542608
2004/10/20,-0.525860148
2004/10/21,-1.506030435
2004/10/22,1.435280742
2004/10/25,-1.369385905
2004/10/26,1.039697182
2004/10/27,1.359920832
2004/10/28,-0.079088531
2004/10/29,-1.580115924
2004/11/1,-1.154455464
2004/11/2,-0.288288205
2004/11/3,1.937799264
2004/11/4,-1.6561535
2004/11/5,0.026977811
2004/11/8,-0.068882133
2004/11/9,0.245355685
2004/11/10,3.591552581
2004/11/11,-0.54017097
2004/11/12,0.382088533
2004/11/15,1.318501394
2004/11/16,0.025035656
2004/11/17,-1.0399237
2004/11/18,0.862006669
2004/11/19,0.886953623
2004/11/22,0.221745558
2004/11/23,-0.851469972
2004/11/24,-0.883796028
2004/11/25,-0.058272786
2004/11/26,-0.118233158
2004/11/29,-1.422025212
2004/11/30,0.249507639
2004/12/1,-0.434600689
2004/12/2,-0.13888223
2004/12/3,0.308081225
2004/12/6,0.182994727
2004/12/7,-1.186285312
2004/12/8,0.202908098
2004/12/9,0.93272358
2004/12/10,-1.575503619
2004/12/13,-0.608780186
2004/12/14,-0.163549529
2004/12/15,0.420021215
2004/12/16,-0.611327106
2004/12/17,-1.11324135
2004/12/20,-1.164751374
2004/12/21,-0.02265851
2004/12/22,2.540837692
2004/12/23,-1.900548345
2004/12/24,0.180631923
2004/12/27,-0.370728913
2004/12/28,-0.103806066
2004/12/29,-0.362017697
2004/12/30,-0.047398088
2004/12/31,-0.566298896
2005/1/4,-1.873041841
2005/1/5,0.737302197
2005/1/6,-0.999011931
2005/1/7,0.428906836
2005/1/10,0.614984905
2005/1/11,0.404103797
2005/1/12,-0.042864118
2005/1/13,-0.048451655
2005/1/14,-0.851220316
2005/1/17,-2.325588863
2005/1/18,0.723460776
2005/1/19,-0.599451305
2005/1/20,-1.125844342
2005/1/21,2.497687634
2005/1/24,1.725509447
2005/1/25,-0.122872134
2005/1/26,-0.978764728
2005/1/27,-1.293683039
2005/1/28,-0.996662835
2005/1/31,-1.800320185
2005/2/1,-0.242737386
2005/2/2,5.346824456
2005/2/3,-0.813812375
2005/2/4,2.148985718
2005/2/16,0.778248138
2005/2/17,-0.214719129
2005/2/18,-1.345078181
2005/2/21,2.026340601
2005/2/22,1.930508844
2005/2/23,0.01512285
2005/2/24,0.036197713
2005/2/25,0.190541769
2005/2/28,-0.490839616
2005/3/1,-0.198391581
2005/3/2,-1.224631966
2005/3/3,0.535088741
2005/3/4,-0.51184427
2005/3/7,0.467883396
2005/3/8,1.896209359
2005/3/9,-0.112268267
2005/3/10,-2.32064162
2005/3/11,0.288283694
2005/3/14,0.275904092
2005/3/15,-1.882953228
2005/3/16,-1.068042712
2005/3/17,-0.964806159
2005/3/18,-1.292506886
2005/3/21,0.296805532
2005/3/22,-1.959634327
2005/3/23,-0.436896502
2005/3/24,0.544501764
2005/3/25,-0.211721316
2005/3/28,-0.457933336
2005/3/29,-0.424543356
2005/3/30,-1.878130706
2005/3/31,0.738716704
2005/4/1,3.583534535
2005/4/4,-1.683521772
2005/4/5,-0.93286017
2005/4/6,1.940264067
2005/4/7,0.874086732
2005/4/8,1.879579302
2005/4/11,-0.604635405
2005/4/12,-1.729370203
2005/4/13,2.352746306
2005/4/14,-1.111277573
2005/4/15,-1.407238895
2005/4/18,-1.579917861
2005/4/19,0.180924829
2005/4/20,-1.309190251
2005/4/21,-0.982694544
2005/4/22,-0.287321032
2005/4/25,-0.959299068
2005/4/26,0.635939933
2005/4/27,-1.422595219
2005/4/28,1.772437513
2005/4/29,-0.852950686
2005/5/9,-2.442401561
2005/5/10,0.417921271
2005/5/11,-0.994222239
2005/5/12,-1.803657659
2005/5/13,0.329168754
2005/5/16,-1.097752222
2005/5/17,0.380841795
2005/5/18,0.302371685
2005/5/19,0.046239001
2005/5/20,-0.381159519
2005/5/23,-2.585809297
2005/5/24,0.280433004
2005/5/25,-0.159240562
2005/5/26,-1.237714956
2005/5/27,-0.653623165
2005/5/30,0.781028684
2005/5/31,0.054331319
2005/6/1,-2.031698685
2005/6/2,-2.225201047
2005/6/3,-0.238764722
2005/6/6,2.046196025
2005/6/7,-0.332276982
2005/6/8,8.210072157
2005/6/9,1.386720116
2005/6/10,-2.012816387
2005/6/13,-0.180007688
2005/6/14,-1.159459853
2005/6/15,-1.886481859
2005/6/16,1.227960285
2005/6/17,-0.036832073
2005/6/20,2.76434447
2005/6/21,-1.266918843
2005/6/22,0.049660186
2005/6/23,-0.755966473
2005/6/24,0.747918537
2005/6/27,2.065375421
2005/6/28,-1.427301181
2005/6/29,-0.324376594
2005/6/30,-2.176848339
2005/7/1,-2.344630312
2005/7/4,-0.787802886
2005/7/5,-0.786324166
2005/7/6,-0.529140757
2005/7/7,0.4888031
2005/7/8,-1.984792947
2005/7/11,-0.636945804
2005/7/12,3.426795281
2005/7/13,-0.838016328
2005/7/14,0.291306871
2005/7/15,-1.374546335
2005/7/18,-1.36612368
2005/7/19,0.223101145
2005/7/20,0.660222506
2005/7/21,-0.041134046
2005/7/22,2.516969877
2005/7/25,-0.0880227
2005/7/26,2.621675914
2005/7/27,1.594135758
2005/7/28,-0.308374369
2005/7/29,-0.323501585
2005/8/1,0.54615141
2005/8/2,1.385741101
2005/8/3,0.331600905
2005/8/4,-0.461316657
2005/8/5,2.372053412
2005/8/8,0.898255847
2005/8/9,1.198719446
2005/8/10,1.084479937
2005/8/11,1.591886238
2005/8/12,-1.323443556
2005/8/15,1.634622383
2005/8/16,-0.819540929
2005/8/17,1.321353155
2005/8/18,-3.755677655
2005/8/19,0.187189415
2005/8/22,0.731448186
2005/8/23,-0.745729533
2005/8/24,1.493968905
2005/8/25,0.457358476
2005/8/26,-0.052453144
2005/8/29,-1.487549707
2005/8/30,-0.696708673
2005/8/31,1.431717966
2005/9/1,1.903598045
2005/9/2,0.330398428
2005/9/5,0.620432553
2005/9/6,-1.91452437
2005/9/7,1.78868205
2005/9/8,0.008540503
2005/9/9,-0.400699592
2005/9/12,-0.118776926
2005/9/13,1.595001565
2005/9/14,0.83642322
2005/9/15,0.001643033
2005/9/16,-0.356039403
2005/9/19,0.633168638
2005/9/20,-0.656220123
2005/9/21,-2.031061745
2005/9/22,-2.35928309
2005/9/23,-0.687954757
2005/9/26,0.265803226
2005/9/27,-1.88781014
2005/9/28,-0.129099209
2005/9/29,2.095029573
2005/9/30,0.010817968
2005/10/10,-1.441662845
2005/10/11,1.601650643
2005/10/12,0.402785363
2005/10/13,-0.795797747
2005/10/14,-1.133083523
2005/10/17,-0.717127069
2005/10/18,0.868500718
2005/10/19,-0.577724695
2005/10/20,0.1181906
2005/10/21,0.472644459
2005/10/24,-0.012879846
2005/10/25,-1.687126644
2005/10/26,-2.20666751
2005/10/27,0.056600627
2005/10/28,-1.540834155
2005/10/31,1.105593935
2005/11/1,-0.262349506
2005/11/2,1.36171384
2005/11/3,-0.861610149
2005/11/4,0.435690463
2005/11/7,0.05499775
2005/11/8,0.862853768
2005/11/9,-0.179615853
2005/11/10,-1.791449376
2005/11/11,0.174032735
2005/11/14,-0.141442586
2005/11/15,-0.105175846
2005/11/16,0.770752951
2005/11/17,-0.05292502
2005/11/18,1.980169998
2005/11/21,0.262936672
2005/11/22,-1.900197868
2005/11/23,0.645425543
2005/11/24,0.689851015
2005/11/25,0.138497935
2005/11/28,-0.367112859
2005/11/29,-1.245652998
2005/11/30,0.207386421
2005/12/1,-0.046758686
2005/12/2,-0.405916922
2005/12/5,-1.378980103
2005/12/6,0.796610813
2005/12/7,1.086694723
2005/12/8,-0.117495669
2005/12/9,1.37973984
2005/12/12,0.259547346
2005/12/13,0.132483314
2005/12/14,0.674600974
2005/12/15,-0.162788445
2005/12/16,0.351829683
2005/12/19,0.37631662
2005/12/20,0.405654601
2005/12/21,-0.491313355
2005/12/22,0.396105625
2005/12/23,0.848544534
2005/12/26,1.043960411
2005/12/27,-0.219134647
2005/12/28,0.237895569
2005/12/29,1.108696892
2005/12/30,-0.752652877
2006/1/4,1.714472244
2006/1/5,1.380737584
2006/1/6,1.015060108
2006/1/9,0.516445046
2006/1/10,0.40718354
2006/1/11,-0.783619445
2006/1/12,1.292346413
2006/1/13,-0.427568509
2006/1/16,-1.521950389
2006/1/17,0.462976434
2006/1/18,2.06150419
2006/1/19,1.477763814
2006/1/20,0.29818405
2006/1/23,0.037122364
2006/1/24,-0.295594589
2006/1/25,0.477931604
2006/2/6,2.351265375
2006/2/7,-0.429472533
2006/2/8,0.620780347
2006/2/9,-1.596908659
2006/2/10,1.039974666
2006/2/13,-0.235137091
2006/2/14,0.522568847
2006/2/15,0.998113232
2006/2/16,-2.196255136
2006/2/17,-0.253810502
2006/2/20,0.01057276
2006/2/21,1.647046015
2006/2/22,-0.32543761
2006/2/23,0.359827632
2006/2/24,0.622184014
2006/2/27,0.02467487
2006/2/28,0.142153862
2006/3/1,0.581664781
2006/3/2,-1.601119253
2006/3/3,0.593544513
2006/3/6,-0.335731081
2006/3/7,-2.252910303
2006/3/8,-0.756558374
2006/3/9,-0.417311802
2006/3/10,0.039111251
2006/3/13,1.125594367
2006/3/14,-0.05001294
2006/3/15,1.252378789
2006/3/16,-0.048791508
2006/3/17,-0.371059261
2006/3/20,1.493230991
2006/3/21,0.153443991
2006/3/22,0.489075051
2006/3/23,0.443508397
2006/3/24,-0.595259575
2006/3/27,-0.348573883
2006/3/28,0.666567973
2006/3/29,0.521715965
2006/3/30,-0.83097995
2006/3/31,0.276276378
2006/4/3,1.631062278
2006/4/4,0.782662143
2006/4/5,0.77936649
2006/4/6,-0.031712584
2006/4/7,0.240942812
2006/4/10,1.200031274
2006/4/11,0.231627107
2006/4/12,-0.153938875
2006/4/13,-2.044066311
2006/4/14,2.042136708
2006/4/17,1.403123708
2006/4/18,0.471488031
2006/4/19,0.836609839
2006/4/20,-0.773393322
2006/4/21,2.229093008
2006/4/24,-0.494567661
